0.0001,0.019833
0.0002,0.019544
0.0003,0.019733
0.0004,0.019912
0.0005,0.019964
0.0006,0.019956
0.0007,0.019789
0.0008,0.019745
0.0009,0.019494
0.0010,0.019415
0.0011,0.019633
0.0012,0.019817
0.0013,0.020299
0.0014,0.020627
0.0015,0.020671
0.0016,0.020683
0.0017,0.020754
0.0018,0.020839
0.0019,0.021056
0.0020,0.021065
0.0021,0.020875
0.0022,0.020610
0.0023,0.020569
0.0024,0.020485
0.0025,0.020141
0.0026,0.019809
0.0027,0.019640
0.0028,0.019441
0.0029,0.019157
0.0030,0.018578
0.0031,0.018377
0.0032,0.017879
0.0033,0.017657
0.0034,0.017623
0.0035,0.017546
0.0036,0.017909
0.0037,0.017613
0.0038,0.017565
0.0039,0.017336
0.0040,0.017142
0.0041,0.016740
0.0042,0.016120
0.0043,0.015655
0.0044,0.015339
0.0045,0.015256
0.0046,0.015246
0.0047,0.015062
0.0048,0.014974
0.0049,0.014830
0.0050,0.014812
0.0051,0.014587
0.0052,0.014745
0.0053,0.014421
0.0054,0.014464
0.0055,0.014612
0.0056,0.014549
0.0057,0.014280
0.0058,0.014420
0.0059,0.014741
0.0060,0.014882
0.0061,0.014756
0.0062,0.014653
0.0063,0.014404
0.0064,0.014300
0.0065,0.014364
0.0066,0.014216
0.0067,0.014094
0.0068,0.014094
0.0069,0.014268
0.0070,0.014305
0.0071,0.014354
0.0072,0.014363
0.0073,0.014433
0.0074,0.014490
0.0075,0.014696
0.0076,0.014868
0.0077,0.014938
0.0078,0.014806
0.0079,0.014842
0.0080,0.014643
0.0081,0.014470
0.0082,0.014888
0.0083,0.015269
0.0084,0.015473
0.0085,0.015692
0.0086,0.015874
0.0087,0.015963
0.0088,0.015925
0.0089,0.015934
0.0090,0.016005
0.0091,0.016374
0.0092,0.016885
0.0093,0.017306
0.0094,0.017381
0.0095,0.017804
0.0096,0.017603
0.0097,0.017581
0.0098,0.017607
0.0099,0.017510
0.0100,0.017389
0.0101,0.017457
0.0102,0.017483
0.0103,0.017697
0.0104,0.017505
0.0105,0.017442
0.0106,0.017154
0.0107,0.017009
0.0108,0.016814
0.0109,0.016694
0.0110,0.016486
0.0111,0.016360
0.0112,0.016200
0.0113,0.015956
0.0114,0.015756
0.0115,0.015466
0.0116,0.015523
0.0117,0.015492
0.0118,0.015649
0.0119,0.015444
0.0120,0.015147
0.0121,0.015104
0.0122,0.015295
0.0123,0.015474
0.0124,0.015400
0.0125,0.015742
0.0126,0.015796
0.0127,0.015766
0.0128,0.016045
0.0129,0.016187
0.0130,0.016604
0.0131,0.016861
0.0132,0.016898
0.0133,0.016734
0.0134,0.016701
0.0135,0.017077
0.0136,0.016819
0.0137,0.016872
0.0138,0.016708
0.0139,0.016487
0.0140,0.016469
0.0141,0.016700
0.0142,0.016677
0.0143,0.016365
0.0144,0.016235
0.0145,0.015834
0.0146,0.015825
0.0147,0.015847
0.0148,0.015588
0.0149,0.015714
0.0150,0.015824
0.0151,0.015943
0.0152,0.015674
0.0153,0.015474
0.0154,0.015592
0.0155,0.015553
0.0156,0.015876
0.0157,0.016203
0.0158,0.016331
0.0159,0.016371
0.0160,0.016302
0.0161,0.016371
0.0162,0.016543
0.0163,0.016835
0.0164,0.016926
0.0165,0.017132
0.0166,0.017257
0.0167,0.017191
0.0168,0.016732
0.0169,0.016492
0.0170,0.016802
0.0171,0.017080
0.0172,0.017368
0.0173,0.017724
0.0174,0.018128
0.0175,0.018157
0.0176,0.018154
0.0177,0.018505
0.0178,0.018676
0.0179,0.018706
0.0180,0.018871
0.0181,0.018695
0.0182,0.018493
0.0183,0.018603
0.0184,0.018425
0.0185,0.017865
0.0186,0.017864
0.0187,0.017857
0.0188,0.018095
0.0189,0.018476
0.0190,0.018515
0.0191,0.018021
0.0192,0.017717
0.0193,0.017932
0.0194,0.017965
0.0195,0.018314
0.0196,0.018346
0.0197,0.018304
0.0198,0.018436
0.0199,0.018538
0.0200,0.018848
0.0201,0.018751
0.0202,0.019046
0.0203,0.019035
0.0204,0.018657
0.0205,0.018313
0.0206,0.017873
0.0207,0.017860
0.0208,0.018176
0.0209,0.018329
0.0210,0.018612
0.0211,0.018730
0.0212,0.018827
0.0213,0.018811
0.0214,0.018727
0.0215,0.018573
0.0216,0.018293
0.0217,0.018106
0.0218,0.018274
0.0219,0.018392
0.0220,0.018030
0.0221,0.017806
0.0222,0.017443
0.0223,0.017068
0.0224,0.016688
0.0225,0.016228
0.0226,0.015922
