0.0001,0.021958
0.0002,0.021781
0.0003,0.021476
0.0004,0.021300
0.0005,0.021397
0.0006,0.021741
0.0007,0.021764
0.0008,0.021858
0.0009,0.022428
0.0010,0.022595
0.0011,0.022736
0.0012,0.023083
0.0013,0.023449
0.0014,0.023841
0.0015,0.024551
0.0016,0.024444
0.0017,0.024203
0.0018,0.023923
0.0019,0.023784
0.0020,0.023538
0.0021,0.023765
0.0022,0.024156
0.0023,0.023808
0.0024,0.024617
0.0025,0.025428
0.0026,0.025639
0.0027,0.025306
0.0028,0.024933
0.0029,0.024764
0.0030,0.024738
0.0031,0.024894
0.0032,0.025050
0.0033,0.025153
0.0034,0.025374
0.0035,0.025238
0.0036,0.025363
0.0037,0.025698
0.0038,0.026082
0.0039,0.026259
0.0040,0.026532
0.0041,0.026718
0.0042,0.026690
0.0043,0.026701
0.0044,0.027007
0.0045,0.027219
0.0046,0.026957
0.0047,0.027052
0.0048,0.026898
0.0049,0.026289
0.0050,0.026481
0.0051,0.026421
0.0052,0.026391
0.0053,0.025962
0.0054,0.025888
0.0055,0.025809
0.0056,0.025967
0.0057,0.026047
0.0058,0.026430
0.0059,0.026252
0.0060,0.025995
0.0061,0.026004
0.0062,0.025830
0.0063,0.025168
0.0064,0.024483
0.0065,0.023940
0.0066,0.024248
0.0067,0.024148
0.0068,0.024112
0.0069,0.024022
0.0070,0.023857
0.0071,0.024141
0.0072,0.024155
0.0073,0.024528
0.0074,0.024356
0.0075,0.023690
0.0076,0.023374
0.0077,0.023434
0.0078,0.023719
0.0079,0.023879
0.0080,0.024041
0.0081,0.023748
0.0082,0.023192
0.0083,0.023012
0.0084,0.022897
0.0085,0.023178
0.0086,0.023134
0.0087,0.023156
0.0088,0.022727
0.0089,0.022973
0.0090,0.022831
0.0091,0.022974
0.0092,0.023108
0.0093,0.023132
0.0094,0.022822
0.0095,0.022605
0.0096,0.023050
0.0097,0.022918
0.0098,0.023160
0.0099,0.023806
0.0100,0.023989
0.0101,0.024005
0.0102,0.023936
0.0103,0.024544
0.0104,0.024533
0.0105,0.024659
0.0106,0.024748
0.0107,0.024936
0.0108,0.024781
0.0109,0.024644
0.0110,0.025227
0.0111,0.025715
0.0112,0.025810
0.0113,0.026524
0.0114,0.027195
0.0115,0.027258
0.0116,0.027332
0.0117,0.027110
0.0118,0.027141
0.0119,0.027050
0.0120,0.027191
0.0121,0.026886
0.0122,0.026684
0.0123,0.026740
0.0124,0.026680
0.0125,0.027113
0.0126,0.027626
0.0127,0.027595
0.0128,0.027463
0.0129,0.027370
0.0130,0.027448
0.0131,0.027481
0.0132,0.027884
0.0133,0.027842
