A03,3.17E-11
A07,4.42E-11
A08,6.37E-11
A09,4.06E-11
A10,1.85E-11
B03,3.18E-11
B09,7.48E-11
B10,3.14E-11
C01,4.48E-11
C03,2.09E-11
C09,1.04E-10
D08,4.93E-11
D09,2.69E-11
E01,3.30E-11
E03,2.31E-11
E07,4.56E-11
E08,3.94E-11
E10,1.15E-11
F08,2.62E-11
G07,2.40E-11
G10,3.82E-11
H03,3.25E-11
