0.0001,0.019281
0.0002,0.019309
0.0003,0.019236
0.0004,0.019229
0.0005,0.019245
0.0006,0.018956
0.0007,0.018934
0.0008,0.018724
0.0009,0.018285
0.0010,0.017834
0.0011,0.017756
0.0012,0.018190
0.0013,0.018132
0.0014,0.018290
0.0015,0.018304
0.0016,0.017956
0.0017,0.017739
0.0018,0.017577
0.0019,0.017536
0.0020,0.017556
0.0021,0.017128
0.0022,0.017062
0.0023,0.017221
0.0024,0.017525
0.0025,0.017465
0.0026,0.017811
0.0027,0.017908
0.0028,0.017971
0.0029,0.018114
0.0030,0.018400
0.0031,0.018340
0.0032,0.018265
0.0033,0.018192
0.0034,0.018200
0.0035,0.018209
0.0036,0.018459
0.0037,0.018656
0.0038,0.018917
0.0039,0.018969
0.0040,0.018781
0.0041,0.018600
0.0042,0.018523
0.0043,0.018882
0.0044,0.018932
0.0045,0.018846
0.0046,0.018838
0.0047,0.018677
0.0048,0.018487
0.0049,0.018085
0.0050,0.018134
0.0051,0.017975
0.0052,0.017778
0.0053,0.017548
0.0054,0.017644
0.0055,0.017597
0.0056,0.017706
0.0057,0.017876
0.0058,0.017972
0.0059,0.018196
0.0060,0.018381
0.0061,0.018611
0.0062,0.018905
0.0063,0.018999
0.0064,0.019069
0.0065,0.018891
0.0066,0.018889
0.0067,0.019198
0.0068,0.019527
0.0069,0.019580
0.0070,0.019532
0.0071,0.019582
0.0072,0.019589
0.0073,0.019492
0.0074,0.019256
0.0075,0.019446
0.0076,0.019376
0.0077,0.019289
0.0078,0.019349
0.0079,0.019470
0.0080,0.019539
0.0081,0.019753
0.0082,0.020102
0.0083,0.020359
0.0084,0.020414
0.0085,0.020462
0.0086,0.020191
0.0087,0.019968
0.0088,0.019750
0.0089,0.019504
0.0090,0.019312
0.0091,0.019319
0.0092,0.019138
0.0093,0.019037
0.0094,0.018852
0.0095,0.018814
0.0096,0.018783
0.0097,0.018907
0.0098,0.019201
0.0099,0.019270
0.0100,0.019520
0.0101,0.019538
0.0102,0.019717
0.0103,0.020111
0.0104,0.020161
0.0105,0.020155
0.0106,0.020274
0.0107,0.020170
0.0108,0.020278
0.0109,0.020356
0.0110,0.020480
0.0111,0.020639
0.0112,0.020245
0.0113,0.020255
0.0114,0.020132
0.0115,0.019992
0.0116,0.019945
0.0117,0.020085
0.0118,0.020202
0.0119,0.020315
0.0120,0.020579
