-1.93E-11,-2.41E-11,-3.48E-11,-4.17E-11,-5.13E-13,-1.47E-11,-1.3E-11,-6.55E-11,-3.77E-11,-1.31E-10,-1.02E-10,6.93E-12,-2.83E-11,-5.83E-12,-1.03E-11,-2.19E-11,-9.9E-12,-1.52E-11,-2.64E-11,-1.2E-11,-1.78E-11,-1.23E-11,-2.58E-11,-1.67E-11,-2.81E-11,-5E-12,-1.23E-11,-2.66E-11,-1.25E-11,-5.95E-11,-1.13E-10,-1.28E-10,-1.43E-11,-1.42E-10,-6.29E-11
-6.12E-11,-2.62E-10,-6.37E-11,-8.22E-11,-1.51E-11,-5.56E-11,-1.98E-11,-9.82E-11,-3.83E-11,-2.11E-10,-1.21E-10,-5.83E-11,-3.54E-11,-1.48E-11,-1.24E-11,-1.44E-11,-1.46E-11,-6.98E-11,-4.5E-11,-1.88E-11,-2.46E-11,-2.33E-11,-3.58E-11,-1.54E-11,-3.42E-11,-1.85E-11,-1.48E-11,-3.7E-11,-2.14E-11,-1.16E-10,-5.61E-10,-3.32E-10,-2.93E-11,-9.03E-09,-1.35E-10
-8.47E-09,-7.82E-09,-2.59E-10,-7.99E-10,-2.19E-10,-7.7E-10,-9.08E-11,-2.95E-10,-5.49E-10,-8.17E-09,-9.08E-09,-9.05E-09,-6.78E-11,-1.38E-10,-3.96E-11,-7.69E-11,-6.9E-11,-4.51E-10,-2.61E-10,-9.97E-11,-4.48E-11,-1.23E-10,-2.47E-10,-4.38E-11,-8.2E-11,-5.37E-11,-4.68E-11,-1.67E-10,-9.6E-11,-4.14E-09,-9.08E-09,-5.38E-09,-4.72E-10,-9.13E-09,-3.54E-10
-9.13E-09,-7.03E-09,-9.13E-09,-9.13E-09,-1.81E-09,-4.01E-09,-7.38E-10,-9.13E-09,-9.01E-09,-7.81E-09,-9.12E-09,-9.12E-09,-3.21E-10,-8.52E-10,-5.07E-10,-8.54E-10,-1.72E-09,-1.2E-09,-9.13E-09,-9.13E-09,-4.25E-10,-4.23E-09,-3.45E-09,-8.76E-10,-4.31E-09,-1.69E-09,-3.34E-10,-5.86E-09,-3.85E-09,-3.85E-09,-9.12E-09,-5.08E-09,-1.3E-09,-9.09E-09,-8.99E-10
-8.64E-09,-5.74E-09,-8.35E-09,-9.13E-09,-3.39E-09,-3.92E-09,-2.7E-09,-9.13E-09,-9.06E-09,-6.88E-09,-9.12E-09,-9.11E-09,-2.11E-09,-1.9E-09,-5.45E-09,-9.13E-09,-5.81E-09,-1.49E-09,-8.72E-09,-8.51E-09,-9.12E-09,-7.28E-09,-3.12E-09,-9.12E-09,-5.45E-09,-1.32E-09,-1.44E-09,-7.61E-09,-4.25E-09,-3.44E-09,-9.13E-09,-4.52E-09,-1.59E-09,-7.63E-09,-1.38E-09
-6.62E-09,-4.45E-09,-6.63E-09,-7.39E-09,-3.27E-09,-3.06E-09,-3.45E-09,-9.12E-09,-7.63E-09,-5.89E-09,-8.55E-09,-8.3E-09,-3.26E-09,-2.09E-09,-5.84E-09,-9.12E-09,-5.34E-09,-1.37E-09,-7.18E-09,-7.34E-09,-9.13E-09,-5.96E-09,-2.72E-09,-8.01E-09,-5.07E-09,-1.03E-09,-2.07E-09,-6.35E-09,-3.8E-09,-3.01E-09,-7.51E-09,-3.96E-09,-1.23E-09,-5.9E-09,-1.26E-09
-4.75E-09,-3.38E-09,-4.9E-09,-5.55E-09,-2.41E-09,-2.22E-09,-2.74E-09,-7.75E-09,-5.63E-09,-4.89E-09,-6.78E-09,-6.39E-09,-2.94E-09,-1.6E-09,-5.17E-09,-7.61E-09,-3.78E-09,-9.35E-10,-5.46E-09,-6.23E-09,-8.65E-09,-4.09E-09,-2.3E-09,-6.48E-09,-4.4E-09,-8.44E-10,-1.84E-09,-4.38E-09,-3.19E-09,-2.6E-09,-5.64E-09,-3.17E-09,-8.63E-10,-4.43E-09,-9.21E-10
-3.33E-09,-2.43E-09,-3.49E-09,-4.08E-09,-1.57E-09,-1.55E-09,-1.85E-09,-6.14E-09,-3.94E-09,-3.85E-09,-5.16E-09,-4.63E-09,-2.03E-09,-1.09E-09,-4.08E-09,-5.55E-09,-2.47E-09,-5.53E-10,-4.02E-09,-5.09E-09,-7.15E-09,-2.73E-09,-1.86E-09,-4.69E-09,-3.54E-09,-7.58E-10,-1.27E-09,-2.97E-09,-2.4E-09,-2.18E-09,-4.1E-09,-2.4E-09,-5.62E-10,-3.18E-09,-5.86E-10
-2.28E-09,-1.64E-09,-2.33E-09,-2.8E-09,-9.11E-10,-1.02E-09,-1.19E-09,-4.38E-09,-2.54E-09,-2.84E-09,-3.72E-09,-2.99E-09,-1.23E-09,-6.47E-10,-2.76E-09,-3.79E-09,-1.45E-09,-2.52E-10,-2.76E-09,-3.92E-09,-5.69E-09,-1.74E-09,-1.35E-09,-3.15E-09,-2.48E-09,-5.7E-10,-7.88E-10,-1.86E-09,-1.64E-09,-1.75E-09,-2.78E-09,-1.72E-09,-3.25E-10,-2.06E-09,-3.68E-10
-1.46E-09,-9.13E-10,-1.34E-09,-1.69E-09,-4.32E-10,-6.19E-10,-6.92E-10,-2.72E-09,-1.29E-09,-1.91E-09,-2.47E-09,-1.55E-09,-6.93E-10,-3.22E-10,-1.62E-09,-2.23E-09,-6.49E-10,2.48E-11,-1.65E-09,-2.67E-09,-3.96E-09,-9.65E-10,-8.85E-10,-1.87E-09,-1.55E-09,-4.74E-10,-4.28E-10,-1.06E-09,-9.27E-10,-1.29E-09,-1.65E-09,-1.1E-09,-1.42E-10,-1.09E-09,-1.96E-10
